with_zx,span,comp_state,prefix,time,data,mrt_file,status
0,0,none,177.23.223.0/24,7.613,28738548,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,177.23.223.0/24,0.865,719772,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,177.23.223.0/24,0.402,246276,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,178.150.180.0/24,8.218,29744908,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,178.150.180.0/24,1.574,1779708,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,178.150.180.0/24,0.558,357772,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,180.210.1.0/24,8.551,29242452,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,180.210.1.0/24,1.717,2442892,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,180.210.1.0/24,0.595,323020,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,182.72.251.0/24,8.749,30692086,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,182.72.251.0/24,0.588,393972,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,182.72.251.0/24,0.405,244828,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,185.19.206.0/24,8.213,31353636,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,185.19.206.0/24,1.078,1005028,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,185.19.206.0/24,0.597,377690,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,185.92.13.0/24,7.895,32391852,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,185.92.13.0/24,0.902,997788,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,185.92.13.0/24,0.533,370804,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,185.172.214.0/24,8.322,33227348,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,185.172.214.0/24,1.416,1934644,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,185.172.214.0/24,0.529,372252,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,186.148.102.0/24,8.287,34067188,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,186.148.102.0/24,0.732,504020,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,186.148.102.0/24,0.528,369356,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,188.0.138.0/24,10.545,34219228,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,188.0.138.0/24,1.212,1356892,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,188.0.138.0/24,0.429,243380,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,189.209.196.0/24,8.873,35469622,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,189.209.196.0/24,0.945,750180,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,189.209.196.0/24,0.530,376596,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,190.106.101.0/24,8.470,35785964,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,190.106.101.0/24,1.083,1200508,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,190.106.101.0/24,0.538,396868,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,190.238.103.0/24,8.208,36132036,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,190.238.103.0/24,1.341,1475628,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,190.238.103.0/24,0.406,244828,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,192.69.34.0/24,8.249,36718476,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,192.69.34.0/24,1.533,2079444,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,192.69.34.0/24,0.546,372252,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,192.160.42.0/24,8.938,37414964,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,192.160.42.0/24,0.646,466372,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,192.160.42.0/24,0.734,489540,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,193.41.88.0/24,9.511,38005748,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,193.41.88.0/24,1.154,1057156,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,193.41.88.0/24,0.656,560492,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,193.235.80.0/24,7.024,38908910,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,193.235.80.0/24,0.796,621308,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,193.235.80.0/24,0.657,514156,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,194.146.150.0/24,9.694,39306052,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,194.146.150.0/24,1.293,1267116,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,194.146.150.0/24,0.656,502572,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,195.196.50.0/24,9.388,40072044,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,195.196.50.0/24,1.533,2206868,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,195.196.50.0/24,0.598,380940,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,197.218.10.0/24,10.534,40568708,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,197.218.10.0/24,0.649,528636,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,197.218.10.0/24,0.405,243380,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,198.164.77.0/24,9.250,41281124,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,198.164.77.0/24,1.027,971724,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,198.164.77.0/24,0.691,462028,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,199.79.166.0/24,8.716,41680772,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,199.79.166.0/24,1.353,1649388,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,199.79.166.0/24,0.544,312884,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,200.3.105.0/24,8.746,42274452,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,200.3.105.0/24,1.556,2308228,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,200.3.105.0/24,0.593,320124,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,200.88.52.0/24,12.994,42219428,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,200.88.52.0/24,0.522,393972,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,200.88.52.0/24,0.655,535876,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,201.151.242.0/24,9.323,43337590,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,201.151.242.0/24,1.017,1047020,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,201.151.242.0/24,0.558,351980,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,202.12.30.0/24,11.505,43125014,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.12.30.0/24,1.736,1272908,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.12.30.0/24,0.560,395420,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,202.87.241.0/24,10.646,42675548,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.87.241.0/24,5.898,1868036,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.87.241.0/24,0.414,246276,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,202.180.221.0/24,10.615,44589804,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.180.221.0/24,2.903,2143156,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.180.221.0/24,0.561,383836,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,203.92.54.0/24,9.699,45085020,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,203.92.54.0/24,0.974,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,203.92.54.0/24,0.535,393972,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,203.195.112.0/24,9.570,45502044,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,203.195.112.0/24,0.904,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,203.195.112.0/24,0.894,270892,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,204.96.137.0/24,8.653,46032012,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,204.96.137.0/24,0.903,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,204.96.137.0/24,0.596,328812,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,205.176.151.0/24,9.297,46477996,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,205.176.151.0/24,0.897,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,205.176.151.0/24,0.558,395420,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,206.246.81.0/24,8.690,46999276,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,206.246.81.0/24,0.899,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,206.246.81.0/24,0.533,334604,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,208.66.148.0/24,10.808,47440916,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,208.66.148.0/24,0.899,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,208.66.148.0/24,0.655,561940,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,209.67.188.0/24,9.343,48076588,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,209.67.188.0/24,0.978,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,209.67.188.0/24,0.407,246276,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,210.68.138.0/24,9.736,48560220,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,210.68.138.0/24,1.117,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,210.68.138.0/24,0.531,391076,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,211.247.57.0/24,9.153,48975796,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,211.247.57.0/24,0.898,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,211.247.57.0/24,0.427,246276,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,213.147.83.0/24,9.126,49569476,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,213.147.83.0/24,0.953,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,213.147.83.0/24,0.532,278132,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,216.83.46.0/24,9.558,50029940,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,216.83.46.0/24,0.903,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,216.83.46.0/24,0.658,172428,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,217.10.184.0/24,10.951,50606244,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,217.10.184.0/24,0.952,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,217.10.184.0/24,0.734,502572,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
0,0,none,220.132.0.0/16,9.592,51053676,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,
1,1024,comp,220.132.0.0/16,1.006,644051,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,220.132.0.0/16,0.406,75762,http://data.ris.ripe.net/rrc15/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,1.0.4.0/24,0.560,243356,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,1.0.4.0/24,0.531,244804,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,1.0.4.0/24,0.611,227428,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,5.156.101.0/24,1.131,721196,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,5.156.101.0/24,1.122,724092,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,5.156.101.0/24,0.550,252066,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,13.111.3.0/24,2.668,1265220,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,13.111.3.0/24,1.703,1309084,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,13.111.3.0/24,0.690,357770,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,23.229.84.0/24,2.095,2225668,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,23.229.84.0/24,1.081,1009264,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,23.229.84.0/24,0.534,354875,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,27.121.88.0/24,2.217,2881612,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,27.121.88.0/24,1.432,1650835,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,27.121.88.0/24,0.430,246275,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,2001:67c:5d4::/48,2.169,3282708,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2001:67c:5d4::/48,1.529,2076547,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2001:67c:5d4::/48,0.538,396867,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2001:4d78:300::/40,3.316,3169764,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2001:4d78:300::/40,1.534,2083787,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2001:4d78:300::/40,0.550,384721,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2405:d300:20::/48,3.684,3194380,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2405:d300:20::/48,1.604,2053379,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2405:d300:20::/48,0.597,383835,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2600:6:ff09::/48,4.163,3738828,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2600:6:ff09::/48,0.524,344739,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2600:6:ff09::/48,0.533,375147,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2606:2a00::/32,2.237,3918380,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2606:2a00::/32,0.549,276683,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2606:2a00::/32,0.532,382387,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,38.69.140.0/24,2.393,3863356,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,38.69.140.0/24,0.522,343291,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,38.69.140.0/24,0.660,504019,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,2804:c24::/32,2.485,4082004,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2804:c24::/32,0.648,553251,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2804:c24::/32,0.427,243379,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,41.215.164.0/24,3.947,4377396,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,41.215.164.0/24,0.899,923939,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,41.215.164.0/24,0.532,383835,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,2a02:540:e::/48,4.034,4519300,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2a02:540:e::/48,1.021,1047019,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2a02:540:e::/48,0.407,244827,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2a05:5504:6::/48,2.300,4622108,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2a05:5504:6::/48,1.022,1052811,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2a05:5504:6::/48,0.455,244827,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2c0f:f3c8::/32,4.187,4910260,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2c0f:f3c8::/32,1.425,1478523,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2c0f:f3c8::/32,0.559,338947,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,46.19.77.0/24,4.382,5647292,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,46.19.77.0/24,2.349,2038899,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,46.19.77.0/24,1.478,488091,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,49.248.221.0/24,4.596,6324956,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,49.248.221.0/24,1.023,385283,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,49.248.221.0/24,0.413,244827,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,59.0.173.0/24,4.564,6694196,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,59.0.173.0/24,0.898,994891,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,59.0.173.0/24,0.551,376595,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,62.76.254.0/24,3.152,7473220,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,62.76.254.0/24,1.270,1563955,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,62.76.254.0/24,0.658,425827,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,64.55.34.0/24,5.694,7987260,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,64.55.34.0/24,1.547,2303883,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,64.55.34.0/24,0.656,556147,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,65.48.180.0/24,5.299,8547636,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,65.48.180.0/24,0.646,443203,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,65.48.180.0/24,0.681,437411,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,66.152.112.0/24,5.134,8980588,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,66.152.112.0/24,1.021,958691,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,66.152.112.0/24,0.532,376595,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,67.229.86.0/24,5.304,9708932,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,67.229.86.0/24,0.685,470715,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,67.229.86.0/24,0.558,276683,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,69.167.112.0/24,5.205,10301164,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,69.167.112.0/24,1.078,1116523,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,69.167.112.0/24,0.656,480851,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,72.246.118.0/24,5.241,10970140,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,72.246.118.0/24,1.471,1723235,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,72.246.118.0/24,0.455,246276,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,77.77.24.0/24,5.898,11628980,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,77.77.24.0/24,1.859,2509499,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,77.77.24.0/24,0.533,396868,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,79.177.190.0/24,6.460,12125644,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,79.177.190.0/24,0.868,686468,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,79.177.190.0/24,0.549,388180,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,82.144.75.0/24,6.589,12849644,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,82.144.75.0/24,1.274,1491556,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,82.144.75.0/24,0.557,391076,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,85.196.15.0/24,6.267,13696724,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,85.196.15.0/24,1.531,2230036,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,85.196.15.0/24,0.531,310091,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,89.42.48.0/24,6.602,14468508,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,89.42.48.0/24,0.787,671988,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,89.42.48.0/24,0.737,567732,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,91.208.36.0/24,6.587,15327172,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,comp,91.208.36.0/24,1.404,1799980,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,91.208.36.0/24,0.904,747284,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
0,0,none,92.45.97.0/24,6.184,16330636,http://data.ris.ripe.net/rrc00/2018.01/bview.20180101.0000.gz,
